Trading_time,Is_it_best_bid_or_ask,The_price_of_the_customer_order,bid_ask_spread,mid_price,micro_price,best_bid,best_ask,time_elapsed,LOB_imbalance,total_quantity_of_all_quotes,p*,Smith's_metric,Trading_price
4.35,0,147,179,160.5,160.5000 ,71,250,0.0000 ,0.5000 ,4,0.0000 ,0.0000 ,130
7.8375,0,129,50,104,106.7778 ,79,129,3.4875 ,0.5000 ,9,0.0000 ,0.0000 ,111
10.625,0,119,15,118.5,119.2500 ,111,126,2.7875 ,0.5000 ,20,0.0000 ,0.0000 ,119
12.725,0,124,4,118,118.1053 ,116,120,2.1000 ,0.5000 ,19,108.0667 ,26.0177 ,119
13.7875,0,137,4,117,117.2857 ,115,119,1.0625 ,0.5000 ,21,105.3367 ,22.3819 ,117
13.9625,1,116,8,115,115.6316 ,111,119,0.1750 ,0.5000 ,19,106.8300 ,19.4699 ,115
14.175,1,150,15,118.5,119.3333 ,111,126,0.2125 ,0.5000 ,18,105.5633 ,17.9455 ,119
19.4375,0,114,12,118,118.7059 ,112,124,5.2625 ,0.5000 ,34,105.7567 ,16.4023 ,114
19.9875,0,142,13,117.5,118.4848 ,111,124,0.5500 ,0.5000 ,33,104.7500 ,15.3824 ,114
20.925,1,111,16,114,114.4706 ,106,122,0.9375 ,0.5000 ,34,104.3300 ,14.4892 ,111
22.3375,1,106,17,109.5,110.2286 ,101,118,1.4125 ,0.6667 ,35,101.9800 ,14.1474 ,106
24.4625,1,101,3,102.5,102.4595 ,101,104,2.1250 ,0.6667 ,37,99.4133 ,14.1400 ,101
24.975,0,132,2,102,101.8947 ,101,103,0.5125 ,0.5000 ,38,95.4367 ,15.0007 ,102
25.425,1,103,6,99,98.9231 ,96,102,0.4500 ,0.5000 ,39,92.9200 ,15.5554 ,101
26.275,1,96,4,95,94.8947 ,93,97,0.8500 ,0.5000 ,38,91.5367 ,16.0786 ,96
26.525,0,98,5,95.5,95.3611 ,93,98,0.2500 ,0.5000 ,36,89.8400 ,16.8973 ,96
26.9375,1,134,20,103,102.7143 ,93,113,0.4125 ,0.5000 ,35,88.0700 ,17.5130 ,98
27.4625,1,121,21,103.5,103.5000 ,93,114,0.5250 ,0.5000 ,34,87.3867 ,17.3387 ,113
28.575,0,139,21,103.5,103.7838 ,93,114,1.1125 ,0.5000 ,37,92.9867 ,15.9772 ,96
29.2875,1,126,28,107,107.0000 ,93,121,0.7125 ,0.5000 ,36,92.3600 ,15.7696 ,114
30.2125,0,144,28,107,107.3784 ,93,121,0.9250 ,0.5000 ,37,97.3100 ,14.6082 ,120
32.0875,1,93,23,102.5,101.8611 ,91,114,1.8750 ,0.5000 ,36,100.1200 ,13.8673 ,93
33.575,0,147,21,101.5,100.6486 ,91,112,1.4875 ,0.5000 ,37,97.7800 ,14.0080 ,110
35.6375,0,98,9,95.5,94.8250 ,91,100,2.0625 ,0.5000 ,40,96.9667 ,13.9738 ,98
38.475,0,129,3,92.5,92.2558 ,91,94,2.8375 ,0.5000 ,43,90.7767 ,15.0128 ,93
38.7,0,114,5,93.5,93.1429 ,91,96,0.2250 ,0.5000 ,42,90.1000 ,15.3078 ,92
39.125,0,106,2,92,91.8780 ,91,93,0.4250 ,0.5000 ,41,85.0267 ,16.3115 ,92
40.8375,0,108,2,92,91.9268 ,91,93,1.7125 ,0.5000 ,41,83.3767 ,16.7532 ,92
41.075,1,119,6,95,94.7805 ,92,98,0.2375 ,0.5000 ,41,83.1067 ,16.8851 ,93
43.4875,1,124,12,100,99.4000 ,94,106,2.4125 ,0.5000 ,40,83.4400 ,16.7464 ,98
43.6,1,121,23,105.5,104.6154 ,94,117,0.1125 ,0.5000 ,39,85.4067 ,16.1544 ,106
45.25,1,132,19,110.5,110.5000 ,101,120,1.6500 ,0.6667 ,40,89.8433 ,15.1037 ,117
47.9,0,150,6,108,108.0000 ,105,111,2.6500 ,0.5000 ,42,97.2600 ,13.7441 ,109
49.4,0,111,5,108.5,108.5000 ,106,111,1.5000 ,0.5000 ,44,100.0533 ,13.1521 ,107
52.925,0,139,4,107,107.0408 ,105,109,3.5250 ,0.7500 ,49,99.9567 ,12.9676 ,108
53.875,0,116,2,106,106.0213 ,105,107,0.9500 ,0.6667 ,47,97.5300 ,13.0935 ,106
54.6375,1,144,6,108,108.1304 ,105,111,0.7625 ,0.7500 ,46,96.6233 ,13.0268 ,105
55.3,1,126,6,108,108.0698 ,105,111,0.6625 ,0.6667 ,43,95.9600 ,12.9356 ,105
55.7125,1,134,9,106.5,106.6047 ,102,111,0.4125 ,0.5000 ,43,95.1200 ,12.8742 ,105
57.5625,0,137,5,108.5,108.5000 ,106,111,1.8500 ,0.5000 ,42,94.8500 ,12.7399 ,108
58.5375,1,108,9,106.5,106.3902 ,102,111,0.9750 ,0.5000 ,41,95.8500 ,12.4475 ,106
60.9625,0,142,9,106.5,106.8293 ,102,111,2.4250 ,0.5000 ,41,96.0833 ,12.2613 ,103
61.675,1,147,19,110.5,110.9750 ,101,120,0.7125 ,0.6667 ,40,95.2933 ,12.2112 ,111
63.125,1,124,20,111,111.5000 ,101,121,1.4500 ,0.6667 ,40,96.5200 ,11.9297 ,120
64.275,1,101,20,111,111.5263 ,101,121,1.1500 ,0.6667 ,38,101.1100 ,11.2756 ,101
68.5625,0,132,3,104.5,104.4348 ,103,106,4.2875 ,0.5000 ,46,99.6367 ,11.3316 ,105
69.1625,1,137,2,103,102.9565 ,102,104,0.6000 ,0.7500 ,46,97.7000 ,11.4343 ,103
70.375,1,103,1,102.5,102.4783 ,102,103,1.2125 ,0.7500 ,46,93.1033 ,11.8851 ,102
70.65,1,142,2,103,102.9333 ,102,104,0.2750 ,0.6667 ,45,93.2500 ,11.7602 ,103
71.4625,1,134,3,102.5,102.4318 ,101,104,0.8125 ,0.5000 ,44,92.7433 ,11.7164 ,102
71.775,0,116,9,100.5,100.3902 ,96,105,0.3125 ,0.5000 ,41,92.4400 ,11.6535 ,102
75.3375,0,101,2,101,100.9091 ,100,102,3.5625 ,0.5000 ,44,92.4100 ,11.5799 ,101
75.5625,1,103,7,99.5,99.2558 ,96,103,0.2250 ,0.3333 ,43,91.8067 ,11.5730 ,100
78.75,1,96,7,96.5,96.0732 ,93,100,3.1875 ,0.5000 ,41,91.1733 ,11.5921 ,96
80.3875,1,150,10,98,97.2857 ,93,103,1.6375 ,0.5000 ,42,89.2700 ,11.8311 ,100
81.45,1,93,11,96.5,95.9500 ,91,102,1.0625 ,0.5000 ,40,89.1333 ,11.8155 ,93
82.375,1,119,6,100,99.5500 ,97,103,0.9250 ,0.5000 ,40,86.9200 ,12.1047 ,102
84.9375,0,114,6,100,99.7143 ,97,103,2.5625 ,0.5000 ,42,88.9000 ,11.7660 ,98
86.0375,1,121,8,102,101.8261 ,98,106,1.1000 ,0.5000 ,46,88.3767 ,11.7651 ,103
89.15,1,111,6,108,108.0000 ,105,111,3.1125 ,0.5000 ,48,91.2733 ,11.3060 ,106
93.5625,0,106,2,106,106.0566 ,105,107,4.4125 ,0.5000 ,53,92.6933 ,11.0433 ,106
93.9625,1,134,3,105.5,105.5577 ,104,107,0.4000 ,0.5000 ,52,94.9433 ,10.6916 ,105
94.7875,0,106,2,106,106.0769 ,105,107,0.8250 ,0.6667 ,52,95.4200 ,10.5506 ,106
94.8375,1,108,4,105,105.1600 ,103,107,0.0500 ,0.6667 ,50,95.4533 ,10.4617 ,105
95.35,1,129,8,107,107.4255 ,103,111,0.5125 ,0.5000 ,47,95.1500 ,10.4116 ,107
97.525,0,119,3,107.5,107.6304 ,106,109,2.1750 ,0.5000 ,46,95.7867 ,10.2641 ,107
98.4,1,142,3,109.5,109.6596 ,108,111,0.8750 ,0.5000 ,47,96.1167 ,10.1531 ,109
98.75,0,111,4,108,108.1277 ,106,110,0.3500 ,0.5000 ,47,97.3233 ,9.9637 ,109
101.45,1,132,2,110,110.0909 ,109,111,2.7000 ,0.5000 ,44,97.9233 ,9.8331 ,110
103.575,0,114,2,110,110.0638 ,109,111,2.1250 ,0.3333 ,47,98.7967 ,9.6887 ,110
104.5125,1,137,2,110,110.0833 ,109,111,0.9375 ,0.3333 ,48,99.0967 ,9.6029 ,111
104.55,1,139,5,108.5,108.7174 ,106,111,0.0375 ,0.6667 ,46,99.7000 ,9.4896 ,109
107.8625,1,150,6,111,111.0698 ,108,114,3.3125 ,0.5000 ,43,99.3333 ,9.4631 ,111
109.675,1,126,7,110.5,110.9070 ,107,114,1.8125 ,0.5000 ,43,99.6700 ,9.3846 ,108
109.85,1,144,12,108,108.4186 ,102,114,0.1750 ,0.5000 ,43,98.7300 ,9.4263 ,107
111.4625,0,121,8,106,105.9111 ,102,110,1.6125 ,0.5000 ,45,98.0367 ,9.4326 ,109
112.925,0,124,3,106.5,106.4681 ,105,108,1.4625 ,0.3333 ,47,97.5933 ,9.4121 ,108
113.4375,0,147,4,107,107.0000 ,105,109,0.5125 ,0.5000 ,46,97.5900 ,9.3504 ,107
116.5875,0,139,1,106.5,106.5306 ,106,107,3.1500 ,0.6667 ,49,97.4967 ,9.2989 ,106
117.225,1,116,7,105.5,105.8043 ,102,109,0.6375 ,0.5000 ,46,96.5933 ,9.3256 ,106
118.2875,0,129,12,108,108.4000 ,102,114,1.0625 ,0.5000 ,45,96.0233 ,9.3215 ,107
126.7625,0,126,3,106.5,106.5918 ,105,108,8.4750 ,0.5000 ,49,96.0867 ,9.2606 ,105
127.7875,1,116,2,105,104.9804 ,104,106,1.0250 ,0.5000 ,51,95.7200 ,9.2386 ,105
128.05,1,139,5,104.5,104.4490 ,102,107,0.2625 ,0.3333 ,49,95.3900 ,9.2149 ,106
128.7375,1,150,5,104.5,104.4468 ,102,107,0.6875 ,0.3333 ,47,95.1833 ,9.1812 ,107
129.45,0,124,5,108.5,108.5000 ,106,111,0.7125 ,0.5000 ,48,95.8167 ,9.0681 ,108
131.65,0,119,5,108.5,108.5510 ,106,111,2.2000 ,0.6667 ,49,96.7200 ,8.9344 ,110
138.6625,0,142,5,108.5,108.7000 ,106,111,7.0125 ,0.6667 ,50,97.9567 ,8.7741 ,109
138.7625,1,121,8,110,110.2449 ,106,114,0.1000 ,0.6667 ,49,98.4933 ,8.6803 ,111
139.725,1,144,4,108,108.0833 ,106,110,0.9625 ,0.6667 ,48,99.4000 ,8.5629 ,106
140.2875,0,132,8,110,110.0000 ,106,114,0.5625 ,0.5000 ,46,98.0633 ,8.6330 ,109
140.4625,1,106,12,108,108.0000 ,102,114,0.1750 ,0.5000 ,44,98.1033 ,8.5906 ,106
140.5875,1,147,18,111,110.5714 ,102,120,0.1250 ,0.5000 ,42,96.6533 ,8.6734 ,114
141.4,0,134,18,111,111.2093 ,102,120,0.8125 ,0.5000 ,43,99.2300 ,8.4138 ,104
144.3875,0,137,3,109.5,109.5000 ,108,111,2.9875 ,0.5000 ,46,97.4867 ,8.5334 ,110
144.725,1,111,8,106,105.8261 ,102,110,0.3375 ,0.5000 ,46,98.6467 ,8.3942 ,108
145.2375,1,103,8,105,104.8182 ,101,109,0.5125 ,0.5000 ,44,97.0800 ,8.4849 ,102
145.95,0,129,7,104.5,104.5000 ,101,108,0.7125 ,0.3333 ,44,96.1000 ,8.5284 ,108
147.9625,0,114,2,102,101.9778 ,101,103,2.0125 ,0.5000 ,45,95.7600 ,8.5169 ,102
148.85,1,101,5,100.5,100.5000 ,98,103,0.8875 ,0.5000 ,42,93.9400 ,8.6506 ,101
150.3375,0,126,16,106,106.4000 ,98,114,1.4875 ,0.5000 ,40,93.4267 ,8.6768 ,102
152.3,1,150,19,110.5,111.1333 ,101,120,1.9625 ,0.5000 ,45,91.8400 ,8.7825 ,114
156.625,0,137,2,107,106.9302 ,106,108,4.3250 ,0.3333 ,43,95.8700 ,8.3864 ,107
156.8,1,106,19,110.5,109.8049 ,101,120,0.1750 ,0.5000 ,41,97.4067 ,8.2137 ,106
157.3875,1,124,20,111,110.5000 ,101,121,0.5875 ,0.5000 ,40,98.2133 ,8.1138 ,120
158.4875,0,119,10,116,116.4545 ,111,121,1.1000 ,0.6667 ,44,100.6900 ,7.8861 ,119
158.5625,1,139,10,116,116.3488 ,111,121,0.0750 ,0.6667 ,43,104.2867 ,7.6350 ,111
160.35,1,147,15,118.5,119.2500 ,111,126,1.7875 ,0.3333 ,40,105.1000 ,7.5940 ,121
160.55,1,111,28,112,113.7949 ,98,126,0.2000 ,0.3333 ,39,105.7633 ,7.5983 ,111
161.65,1,98,29,110.5,110.8537 ,96,125,1.1000 ,0.5000 ,41,103.2700 ,7.7732 ,98
162.9125,0,121,24,113,113.5714 ,101,125,1.2625 ,0.5000 ,42,98.6367 ,8.1104 ,121
166.1375,0,144,3,106.5,106.5000 ,105,108,3.2250 ,0.5000 ,48,99.7033 ,8.0127 ,107
166.35,1,142,6,104,104.0638 ,101,107,0.2125 ,0.5000 ,47,98.4267 ,8.0800 ,105
166.575,1,132,7,104.5,104.5778 ,101,108,0.2250 ,0.5000 ,45,99.7700 ,7.9401 ,107
166.95,0,108,2,106,106.0000 ,105,107,0.3750 ,0.5000 ,44,96.0567 ,8.2135 ,106
168,1,129,6,104,103.9268 ,101,107,1.0500 ,0.5000 ,41,95.7833 ,8.2012 ,105
171.0625,0,114,5,103.5,103.5000 ,101,106,3.0625 ,0.5000 ,42,95.6900 ,8.1783 ,104
174.6,0,116,3,102.5,102.2857 ,101,104,3.5375 ,0.5000 ,42,94.7867 ,8.2270 ,102
178.6,1,101,3,101.5,101.3404 ,100,103,4.0000 ,0.3333 ,47,93.5500 ,8.3119 ,101
178.775,1,103,5,98.5,98.2727 ,96,101,0.1750 ,0.5000 ,44,92.3467 ,8.4017 ,100
182.2,0,134,5,98.5,98.5000 ,96,101,3.4250 ,0.5000 ,40,91.1733 ,8.5160 ,100
184.05,1,96,8,97,96.5122 ,93,101,1.8500 ,0.5000 ,41,90.6033 ,8.5728 ,96
188.8,0,108,3,97.5,97.4000 ,96,99,4.7500 ,0.7500 ,45,89.0000 ,8.7511 ,98
